id,replyCount,likeCount,publishedAt,authorName,text,authorChannelId,authorChannelUrl,isReply,isReplyTo,isReplyToName
Ugy49SUdiW3Qkc8iZ7p4AaABAg.APgLIKw6PZ5AQUnfKLel9o,,0,"2025-12-08 23:03:20",@ThisIsNotSGHNTZ,"This is still AI sadly (Don't worry I also thought this is real)",UCcI-NZyUjwTG0cL-ZboPqFg,http://www.youtube.com/@ThisIsNotSGHNTZ,1,Ugy49SUdiW3Qkc8iZ7p4AaABAg,@Keagster6
UgyubnkOC_fgFQekum54AaABAg,0,0,"2025-11-17 18:23:05",@alenmack3471,"Why use AI for the truck commercials but use real humans for the other commercials? Y’all were using CGI for the polar bear commercials years ago, what happened to that?",UCD3jaGgMH9t5bSm_FZyAnUg,http://www.youtube.com/@alenmack3471,0,,
UgxyI0_BIkumoiTUCNN4AaABAg,0,0,"2025-11-17 04:03:22",@BlueSkunkGuy,"the redemption arc is crazy with this",UCIyBY1U7Ygb9i4qKfsdl6EA,http://www.youtube.com/@BlueSkunkGuy,0,,
Ugz6_30VTnTOaejgvkx4AaABAg,0,3,"2025-11-17 00:27:02",@EvilNeuro_IITPP,"This shouldn't be exclusive to telemundo and univision, make this the main Christmas ad not just exclusive to hispanic viewers 🥀💔",UC1mRIRfIEpd7d4gMK0IVCXA,http://www.youtube.com/@EvilNeuro_IITPP,0,,
UgywMwuKe9xUQtOwgMF4AaABAg,0,0,"2025-11-16 16:05:37",@HeckmanFT7,"this is better than the damned ai one",UCTxdRc3QIQNh7QFQFeS05Yg,http://www.youtube.com/@HeckmanFT7,0,,
Ugxq1whH3a17jEw6O1V4AaABAg,2,0,"2025-11-16 14:35:19",@shine-bd5eo,"You gusy can complain all you want but the rage-bait AI slop gets way more views than this 🤧",UCa8Jj88sqXJ4S4agTU7cteg,http://www.youtube.com/@shine-bd5eo,0,,
Ugxq1whH3a17jEw6O1V4AaABAg.APaF2GaS3c5AQUnmY0SonK,,0,"2025-12-08 23:04:19",@ThisIsNotSGHNTZ,"This is rage-bait slop, even worse, because this one you can barely see it, I had to double check after receiving a comment, and yes, this is AI.",UCcI-NZyUjwTG0cL-ZboPqFg,http://www.youtube.com/@ThisIsNotSGHNTZ,1,Ugxq1whH3a17jEw6O1V4AaABAg,@shine-bd5eo
Ugxq1whH3a17jEw6O1V4AaABAg.APaF2GaS3c5AQWtoOY2WxJ,,0,"2025-12-09 18:35:29",@shine-bd5eo,"@ThisIsNotSGHNTZ bruh get me off this planet",UCa8Jj88sqXJ4S4agTU7cteg,http://www.youtube.com/@shine-bd5eo,1,Ugxq1whH3a17jEw6O1V4AaABAg,@shine-bd5eo
UgwVGGOcATOtVfSwyqF4AaABAg,0,1,"2025-11-16 13:30:11",@xavierverdes4894,"Veran actuo en éste anuncio soy el abuelo. La grabación es en directo cantada por los actores. Queria que quedara claro.",UCeEEg6eQARR4AqqwLVDhhFw,http://www.youtube.com/@xavierverdes4894,0,,
Ugw90pVF2Dv-C6ws2Wt4AaABAg,1,0,"2025-11-16 04:28:25",@squidguyfan68,"Yeah I think Pepsi is better",UCQBA7l6wQoXXzC1IKj_lj3w,http://www.youtube.com/@squidguyfan68,0,,
Ugw90pVF2Dv-C6ws2Wt4AaABAg.AP_9aA8VTy9APqdtoUGLd_,,0,"2025-11-22 23:29:04",@solsitooficialdj7120,"HAHAHA 😂 NOOO!!",UCH0PnBMTZdEhEbeRwitzZ-A,http://www.youtube.com/@solsitooficialdj7120,1,Ugw90pVF2Dv-C6ws2Wt4AaABAg,@squidguyfan68
UgyzMFR6Ps3RIs9Iknt4AaABAg,0,0,"2025-11-16 00:21:00",@RussellBanfield-c6n,"This christmas was amazing. Coca-cola real magic.",UCcz_oPGkp0y9fpO_N7lukOg,http://www.youtube.com/@RussellBanfield-c6n,0,,
UgxGQQuTchxLDyUosyp4AaABAg,0,1,"2025-11-15 22:37:12",@BabyLambCreations,"IT’S A CHRISTMAS MIRACLE!",UClrdGCY-dZuNtp2GlAqIQuw,http://www.youtube.com/@BabyLambCreations,0,,
UgymaPZSSAk2uxsQm0Z4AaABAg,0,1,"2025-11-15 16:33:55",@MuffinDoughnut,"I’m surprised they didn’t use ai for this",UChl2nEKK5lZ7d2aiZVOWvJQ,http://www.youtube.com/@MuffinDoughnut,0,,
Ugwqm04zO6NpyxG3Krp4AaABAg,0,1,"2025-11-15 14:11:00",@julianacristina380,"Gostei do doguinho ❤",UCyCFd3RNBebLX-awY3pw63Q,http://www.youtube.com/@julianacristina380,0,,
Ugy0ztClk_wxCRK6HAV4AaABAg,1,3,"2025-11-14 19:59:29",@ckopp8142,"There are around 650 likes on this video as compared to 250 dislikes. That's a 3-to-1 likes to dislikes ratio. And guess what? NO AI!",UCLLEPHeE9nNVWNBl8540e7Q,http://www.youtube.com/@ckopp8142,0,,
Ugy0ztClk_wxCRK6HAV4AaABAg.APWfYojSix6AQSv2E_W4N5,,0,"2025-12-08 05:29:17",@ZelXan,"It says Real Magic at the end. It means made by AI.",UCt2Xb8v69QBzeH6L7mVNjjg,http://www.youtube.com/@ZelXan,1,Ugy0ztClk_wxCRK6HAV4AaABAg,@ckopp8142
UgwNWsrZTqHYtXuLBEp4AaABAg,1,1,"2025-11-14 13:03:29",@NewOrderOfAlexandriaBook,"No AI you say? That snow globe looks a bit suspicious",UCXt_be0wzuJQs3tYopuZAPw,http://www.youtube.com/@NewOrderOfAlexandriaBook,0,,
UgwNWsrZTqHYtXuLBEp4AaABAg.APVvwv4GQo0AQUo04DzSFJ,,0,"2025-12-08 23:06:18",@ThisIsNotSGHNTZ,"It's not the snow globe, it's the guitar neck that bends like it was made with a rubber.",UCcI-NZyUjwTG0cL-ZboPqFg,http://www.youtube.com/@ThisIsNotSGHNTZ,1,UgwNWsrZTqHYtXuLBEp4AaABAg,@NewOrderOfAlexandriaBook
